symbol,name,reason
وكغدير,بين المللي توسعه ص. معادن غدير,[warrant_rights] د
طتوان915,اختيارف توان-28000-14040923,[sector] نوع صنعت نامعتبر
شدوص,دوده‌ صنعتي‌ پارس‌,[warrant_rights] د
ضخود1309,اختيارخ خودرو-550-1404/10/03,[warrant_rights] د
وبازار,صندوق س شاخصي بازارآشنا,[warrant_rights] د
ضفزر1224,اختيارخ فزر-130000-14041210,[sector] نوع صنعت نامعتبر
طهرم9018,اختيارف اهرم-22000-1404/09/26,[sector] نوع صنعت نامعتبر
صنم2,ص.س.صندوق در صندوق صنم,[warrant_rights] د
عكاتد,سلف كاتد مس افق توسعه معادن,[warrant_rights] د
ضتيام1000,اختيارخ تيام-9500-14041029,[sector] نوع صنعت نامعتبر
زعف0410پ05,زعفران0410نگين زرين(پ),[sector] نوع صنعت نامعتبر
خاذين,سايپاآذين‌,[sector] نوع صنعت نامعتبر
ضسپا1131,اختيارخ خساپا-300-1404/11/29,[sector] نوع صنعت نامعتبر
ضسپا0113,اختيارخ خساپا-340-1405/01/26,[sector] نوع صنعت نامعتبر
مشهد042,مشاركت ش مشهد042-3ماهه18%,[warrant_rights] د
ضفزر1015,اختيارخ فزر-120000-14041007,[sector] نوع صنعت نامعتبر
اراد2294,مرابحه عام دولت229-ش.خ061028,[warrant_rights] د
غبشهر,صنعتي‌ بهشهر,[sector] نوع صنعت نامعتبر
ضفزر1223,اختيارخ فزر-120000-14041210,[sector] نوع صنعت نامعتبر
زكوثر,سرمايه گذاري كشاورزي كوثر,[sector] نوع صنعت نامعتبر
كاج,صندوق س. نوع دوم نو ويرا -د,[warrant_rights] د
طرويين907,اختيارف رويين-13000-14040930,[sector] نوع صنعت نامعتبر
ضاطلس100003,اختيارخ اطلس-60000-14041021,[sector] نوع صنعت نامعتبر
ضطعام1002,اختيارخ طعام-8500-14041015,[sector] نوع صنعت نامعتبر
قمرو,قند مرودشت‌,[warrant_rights] د
ارزش,صندوق س ارزش آفرين بيدار-سهام,[warrant_rights] د
دزاگرس,دارويي و نهاده هاي زاگرس دارو,[warrant_rights] د
كوير,توليدي فولاد سپيد فراب كوير,[warrant_rights] د
خراسان,پتروشيمي خراسان,[sector] نوع صنعت نامعتبر
فلزا2,صندوق س.بخشي صنايع پاداش2-ب,[warrant_rights] د
ضستر1231,اختيارخ خگستر-4500-1404/12/06,[sector] نوع صنعت نامعتبر
ضتوان1231,اختيارخ توان-30000-14041224,[sector] نوع صنعت نامعتبر
اسياتك4,انتقال داده هاي آسياتك,[warrant_rights] د
پشاهن,توليدي پلاستيك‌ شاهين,[warrant_rights] د
ضهمن9020,اختيارخ خبهمن-1700-1404/09/26,[sector] نوع صنعت نامعتبر
شگل,گلتاش‌,[sector] نوع صنعت نامعتبر
طسپا9019,اختيارف خساپا-900-1404/09/26,[sector] نوع صنعت نامعتبر
ضوتعاون903,اختيارخ وتعاون-1600-14040930,[sector] نوع صنعت نامعتبر
طشنا1233,اختيارف شپنا-6000-1404/12/19,[sector] نوع صنعت نامعتبر
كالا,بورس كالاي ايران,[sector] نوع صنعت نامعتبر
بيدار,صندوق س سهامي بيدار-اهرمي,[warrant_rights] د
صخوز042,صكوك مرابحه فخوز042-بدون ضامن,[warrant_rights] د
ضصاد1170,اختيارخ وبصادر-750-1404/11/21,[warrant_rights] د
قثابت,قند ثابت‌ خراسان‌,[warrant_rights] د
مكرما412,مشاركت ش كرمانشاه412-3ماهه18%,[sector] نوع صنعت نامعتبر
وسبحان2,سرمايه گذاري سبحان,[sector] نوع صنعت نامعتبر
طخود1151,اختيارف خودرو-450-1404/11/01,[warrant_rights] د
عسنگ1,سلف موازي سنگ آهن مركزي,[sector] نوع صنعت نامعتبر
كيانا,گروه مالي كيان,[sector] نوع صنعت نامعتبر
ضذوب9031,اختيارخ ذوب-450-1404/09/19,[sector] نوع صنعت نامعتبر
طستر1032,اختيارف خگستر-3500-1404/10/03,[sector] نوع صنعت نامعتبر
عقيق,صندوق سرمايه گذاري عقيق-سهام,[warrant_rights] د
سپيد,سپيد ماكيان,[warrant_rights] د
طهرم9015,اختيارف اهرم-16000-1404/09/26,[sector] نوع صنعت نامعتبر
ضجهش1022,اختيارخ جهش-9000-1404/10/10,[sector] نوع صنعت نامعتبر
ضتاص0106,اختيارخ تاصيكو-10000-05/01/11,[sector] نوع صنعت نامعتبر
ضذوب1020,اختيارخ ذوب-450-1404/10/17,[sector] نوع صنعت نامعتبر
طملت1209,اختيارف وبملت-1700-1404/12/19,[sector] نوع صنعت نامعتبر
طخود1152,اختيارف خودرو-500-1404/11/01,[warrant_rights] د
ضهمن9018,اختيارخ خبهمن-1500-1404/09/26,[sector] نوع صنعت نامعتبر
عدرپاد3,سلف ميلگرد درپاد,[warrant_rights] د
طهرم9013,اختيارف اهرم-14000-1404/09/26,[sector] نوع صنعت نامعتبر
طتيام1218,اختيارف تيام-16000-14041224,[sector] نوع صنعت نامعتبر
طوتعاون1102,اختيارف وتعاون-1500-14041126,[sector] نوع صنعت نامعتبر
يكم,صندوق س. درسهام اطلس-س,[warrant_rights] د
طموج1225,اختيارف موج-30000-14041224,[sector] نوع صنعت نامعتبر
دقاضي,داروسازي شهيد قاضي,[warrant_rights] د
طموج917,اختيارف موج-34000-14040923,[sector] نوع صنعت نامعتبر
عكرمان4,سلف استاندارد خودروي كرمان,[warrant_rights] د
محتشم,نساجي هديه البرز مشهد,[warrant_rights] د
وصنا,گروه‌صنايع‌بهشهرايران‌,[sector] نوع صنعت نامعتبر
ضرويين908,اختيارخ رويين-14000-14040930,[sector] نوع صنعت نامعتبر
ضرويين909,اختيارخ رويين-15000-14040930,[sector] نوع صنعت نامعتبر
ونوين,بانك‌اقتصادنوين‌,[warrant_rights] د
وخاور,بانك خاورميانه,[sector] نوع صنعت نامعتبر
ضتوان1103,اختيارخ توان-22000-14041126,[sector] نوع صنعت نامعتبر
صفارس840,صكوك اجاره فارس840-بدون ضامن,[warrant_rights] د
ضهمن1127,اختيارخ خبهمن-1100-1404/11/29,[sector] نوع صنعت نامعتبر
هانيكو08,مرابحه هامون نايزه 080901,[murabaha] مرابحه
صجم607,صكوك مرابحه جم607-6ماهه 18%,[murabaha] مرابحه
طستر1027,اختيارف خگستر-2400-1404/10/03,[sector] نوع صنعت نامعتبر
طذوب1015,اختيارف ذوب-320-1404/10/17,[sector] نوع صنعت نامعتبر
ضهرم1254,اختيارخ اهرم-28000-1404/12/26,[sector] نوع صنعت نامعتبر
وبانك,سرمايه گذاري گروه توسعه ملي,[sector] نوع صنعت نامعتبر
زعف0510پ26,زعفران0510نگين بديعي(پ),[warrant_rights] د
ضملت0134,اختيارخ وبملت-1900-1405/01/19,[sector] نوع صنعت نامعتبر
ططعام1007,اختيارف طعام-12000-14041015,[sector] نوع صنعت نامعتبر
ضذوب1215,اختيارخ ذوب-340-1404/12/19,[sector] نوع صنعت نامعتبر
صعبيد069,صكوك مرابحه دعبيد069-3ماهه23%,[warrant_rights] د
ولبهمن,شركت بهمن ليزينگ,[sector] نوع صنعت نامعتبر
ضفزر1222,اختيارخ فزر-110000-14041210,[sector] نوع صنعت نامعتبر
ضملي1403,اختيارخ فملي-5000-1404/11/01,[sector] نوع صنعت نامعتبر
درين2,صندوق س. درين بها بازار-د,[warrant_rights] د
آگاس2,صندوق س.هستي بخش آگاه-س,[warrant_rights] د
ضتاص0112,اختيارخ تاصيكو-16000-05/01/11,[sector] نوع صنعت نامعتبر
ضستا1134,اختيارخ شستا-610-1404/11/08,[sector] نوع صنعت نامعتبر
هيبريد,صندوق س آسمان خاورميانه-مختلط,[warrant_rights] د
ضجهش1027,اختيارخ جهش-14000-1404/10/10,[sector] نوع صنعت نامعتبر
طذوب1217,اختيارف ذوب-380-1404/12/19,[sector] نوع صنعت نامعتبر
ططعام1004,اختيارف طعام-9500-14041015,[sector] نوع صنعت نامعتبر
ضستا2049,اختيارخ شستا-1200-1405/02/09,[sector] نوع صنعت نامعتبر
ضجار1228,اختيارخ وتجارت-320-1404/12/19,[sector] نوع صنعت نامعتبر
وبملت4,بانك ملت,[sector] نوع صنعت نامعتبر
ضملت9034,اختيارخ وبملت-1500-1404/09/19,[sector] نوع صنعت نامعتبر
طموج912,اختيارف موج-24000-14040923,[sector] نوع صنعت نامعتبر
آلوم رول06,مرابحه صنايع آلوم رول060223,[murabaha] مرابحه
طتيام1005,اختيارف تيام-14000-14041029,[sector] نوع صنعت نامعتبر
مكرما512,مشاركت ش كرمانشاه512-3ماهه18%,[sector] نوع صنعت نامعتبر
طخاور904,اختيارف خاور-850-14040930,[sector] نوع صنعت نامعتبر
طستا1050,اختيارف شستا-1210-1404/10/10,[sector] نوع صنعت نامعتبر
طفزر1012,اختيارف فزر-95000-14041007,[sector] نوع صنعت نامعتبر
طجهش1215,اختيارف جهش-10000-1404/12/13,[sector] نوع صنعت نامعتبر
كخاك4,صنايع‌خاك‌چيني‌ايران‌,[sector] نوع صنعت نامعتبر
كوثر,بيمه كوثر,[sector] نوع صنعت نامعتبر
ضفار1209,اختيارخ فارس-13000-1404/12/13,[sector] نوع صنعت نامعتبر
ضپناه903,اختيارخ پناه-12000-14040923,[sector] نوع صنعت نامعتبر
بكام,كارخانجات توليدي شهيد قندي,[warrant_rights] د
ضهرم0133,اختيارخ اهرم-30000-1405/01/26,[sector] نوع صنعت نامعتبر
طوتعاون910,اختيارف وتعاون-2600-14040930,[sector] نوع صنعت نامعتبر
وآوا,سرمايه گذاري آوا نوين,[sector] نوع صنعت نامعتبر
والبر4,سرمايه‌ گذاري‌ البرز(هلدينگ‌,[warrant_rights] د
طذوب1147,اختيارف ذوب-450-1404/11/21,[sector] نوع صنعت نامعتبر
طفرابورس1100,اختيارف فرابورس-2800-14041105,[sector] نوع صنعت نامعتبر
وشهر2,بانك شهر,[sector] نوع صنعت نامعتبر
كروي,توسعه‌ معادن‌ روي‌ ايران‌,[warrant_rights] د
آسمان06,مرابحه آسمان بيكران هشتم060712,[murabaha] مرابحه
اراد2404,مرابحه عام دولت240-ش.خ060929,[warrant_rights] د
خفولا,خدمات فني فولاد يزد,[warrant_rights] د
روژين06,مرابحه داروسازي روژين061116,[warrant_rights] د
صدوچرخ61,صكوك مرابحه دوچرخ61-3ماهه23%,[warrant_rights] د
طتاص1104,اختيارف تاصيكو-8000-04/11/01,[sector] نوع صنعت نامعتبر
ضستا0140,اختيارخ شستا-1700-1405/01/11,[sector] نوع صنعت نامعتبر
ضفلا1220,اختيارخ فولاد-3000-1404/12/13,[warrant_rights] د
كفرا,فراورده‌ هاي‌ نسوزايران‌,[warrant_rights] د
نانوالوند08,مرابحه نانو الوند080616,[warrant_rights] د
طفزر1001,اختيارف فزر-46000-14041007,[sector] نوع صنعت نامعتبر
كترام,توليدي‌ كاشي‌ تكسرام‌,[warrant_rights] د
وآرين,گروه توسعه اقتصادي آرين,[warrant_rights] د
چكاوه,صنايع‌كاغذسازي‌كاوه‌,[sector] نوع صنعت نامعتبر
طذوب1019,اختيارف ذوب-400-1404/10/17,[sector] نوع صنعت نامعتبر
ضجهش1216,اختيارخ جهش-11000-1404/12/13,[sector] نوع صنعت نامعتبر
تاراز,صندوق س آواي تاراز زاگرس-سهام,[warrant_rights] د
طجار1239,اختيارف وتجارت-750-1404/12/19,[sector] نوع صنعت نامعتبر
وسنا,سرمايه گذاري نيروگاهي ايران,[sector] نوع صنعت نامعتبر
ضخود1311,اختيارخ خودرو-650-1404/10/03,[warrant_rights] د
شگستر,گسترش سوخت سبززاگرس(سهامي عام),[sector] نوع صنعت نامعتبر
ضستا1141,اختيارخ شستا-1310-1404/11/08,[sector] نوع صنعت نامعتبر
ضتيام1216,اختيارخ تيام-14000-14041224,[sector] نوع صنعت نامعتبر
ضستا1242,اختيارخ شستا-1610-1404/12/13,[sector] نوع صنعت نامعتبر
ضملت9026,اختيارخ وبملت-750-1404/09/19,[sector] نوع صنعت نامعتبر
طملت9029,اختيارف وبملت-1000-1404/09/19,[sector] نوع صنعت نامعتبر
فارس,صنايع پتروشيمي خليج فارس,[sector] نوع صنعت نامعتبر
طموج1116,اختيارف موج-32000-14041126,[sector] نوع صنعت نامعتبر
ضذوب0128,اختيارخ ذوب-400-1405/01/19,[sector] نوع صنعت نامعتبر
ساروج,بين المللي ساروج بوشهر,[sector] نوع صنعت نامعتبر
ضشنا1237,اختيارخ شپنا-8000-1404/12/19,[sector] نوع صنعت نامعتبر
طسپا0124,اختيارف خساپا-800-1405/01/26,[sector] نوع صنعت نامعتبر
طفلا1226,اختيارف فولاد-5000-1404/12/13,[warrant_rights] د
پرتوبار07,اجاره پرتوبارخليج فارس14070312,[sector] نوع صنعت نامعتبر
كهرام,توليدي گرانيت بهسرام,[warrant_rights] د
طستا1237,اختيارف شستا-1110-1404/12/13,[sector] نوع صنعت نامعتبر
اراد241,مرابحه عام دولت241-ش.خ070829,[warrant_rights] د
زعف0510پ19,زعفران0510نگين تروند قاينات(پ),[warrant_rights] د
ضفرابورس1102,اختيارخ فرابورس-3200-14041105,[sector] نوع صنعت نامعتبر
آسا,صندوق س آرمان كارآفرين-ثابت,[warrant_rights] د
ضكاريس1008,اختيارخ كاريس-38000-14041015,[sector] نوع صنعت نامعتبر
ضهرم9013,اختيارخ اهرم-14000-1404/09/26,[sector] نوع صنعت نامعتبر
طبساما1117,اختيارف بساما-7500-14041105,[sector] نوع صنعت نامعتبر
زعف0410پ24,زعفران0410نگين آراسته(پ),[sector] نوع صنعت نامعتبر
طتوان1102,اختيارف توان-20000-14041126,[sector] نوع صنعت نامعتبر
طفزر1009,اختيارف فزر-80000-14041007,[sector] نوع صنعت نامعتبر
زمرد كوروش2,صندوق س زمرد كوروش-ثابت,[warrant_rights] د
