,,,,,,,,,,,,,,,,,,,,,,
دیده بان بازار : 1404/09/19 - زمان آخرین معامله : 16:50:47,,,,,,,,,,,,,,,,,,,,,,
نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,EPS,P/E,خرید - تعداد,خرید - حجم,خرید - قیمت,فروش - قیمت,فروش - حجم,فروش - تعداد
آرين سلامت08,مرابحه آرين سلامت سينا080430,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,1010000,5000,1
كحافظ,كاشي‌ وسراميك‌ حافظ‌,556,41096323,62309452297,1503,1500,1520,17.00,1.13,1516,13.00,0.86,1483,1534,329,4.61,1,3733,1509,1520,58845,1
طب نوين05,مرابحه طب پلاستيك نوين14050814,0,0,0,1067500,0,1067500,0,0,1067500,0,0,0,0,,,1,5000,1030000,1050000,5000,1
شخارك,پتروشيمي‌ خارك‌,149,325516,27828601080,85150,85840,85460,310.00,0.36,85240,90.00,0.11,85410,85840,5284,16.13,1,1810,85440,85460,103,1
شيراز,پتروشيمي‌شيراز,406,4545731,1.94993E+11,41690,42900,42940,"1,250.00",3.00,42900,"1,210.00",2.90,41750,42940,4622,9.28,62,1899021,42940,43850,1000,1
كبافق,معادن‌ بافق‌,70,1118859,26136546240,22680,23360,23360,680.00,3.00,23360,680.00,3.00,23360,23360,2048,11.41,57,2773627,23360,0,0,0
فايرا,آلومينيوم‌ايران‌,406,14365053,68891038404,4775,4900,4763,-12.00,-0.25,4787,12.00,0.25,4762,4900,653,7.33,2,17596,4762,4763,43290,1
تپسي,پيشگامان فن آوري و دانش آراميس,1743,45204919,7.23592E+11,16000,16000,16020,20.00,0.13,16010,10.00,0.06,16000,16190,-1575,-10.17,11,1005939,16000,16020,1623,2
چدن,توليدي چدن سازان,880,66364532,1.21013E+11,1774,1770,1827,53.00,2.99,1823,49.00,2.76,1751,1827,372,4.9,4,555115,1827,0,0,0
عكرمان5,سلف موازي استاندارد كرمان,0,0,0,1813534,0,1813534,0,0,1813534,0,0,0,0,,,1,32400,1843777,1844867,32400,1
صاميا601,صكوك مرابحه خزاميا601-3ماهه18%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,12500,990000,1000000,12500,1
آبارا07,مرابحه صنايع پمپ آبارا070224,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,1010000,5000,1
زمرد كوروش4,صندوق س زمرد كوروش-ثابت,1,10722587,1.49945E+11,13968,13984,13984,16.00,0.11,13984,16.00,0.11,13984,13984,,,0,0,0,0,0,0
كاريس,صندوق س.سپند كاريزما-س,201,1330456,56175718708,41615,41895,42426,811.00,1.95,42223,608.00,1.46,41621,42615,,,3,127388,42203,42451,142743,1
شتهران,داروسازي تهران شيمي,7,97046,743372360,7730,7660,7660,-70.00,-0.91,7660,-70.00,-0.91,7660,7660,288,26.6,0,0,0,7660,373038,22
همسنگ,صندوق س. شاخصي هم وزن همسنگ-س,7819,81896253,8.64132E+11,10322,10443,10631,309.00,2.99,10552,230.00,2.23,10443,10631,,,169,2776715,10631,12300,200,1
شاروم,پتروشيمي اروميه,1576,15649765,1.27955E+11,8060,8070,8300,240.00,2.98,8180,120.00,1.49,7840,8300,757,10.81,13,2007593,8300,0,0,0
دلر,داروسازي‌ اكسير,114,5368072,52817607330,9570,9700,9850,280.00,2.93,9840,270.00,2.82,9680,9850,1341,7.34,6,327483,9850,0,0,0
بنكوداريوش,صندوق س.بخشي داريوش3-ب,1,300,3927000,13095,13090,13090,-5.00,-0.04,13090,-5.00,-0.04,13090,13090,,,1,1000000,12850,13090,1999700,2
فيروزا,صندوق ارمغان فيروزه آسيا-ثابت,5416,237660210,1.68421E+13,70776,70866,70866,90.00,0.13,70866,90.00,0.13,70866,70867,,,17,60824023,70866,70867,37445586,5
فوكا,فولاد كاويان,53,384044,3734182810,9590,9690,9710,120.00,1.25,9610,20.00,0.21,9690,9820,,,1,515,9720,9800,5000,1
نطرين,عطرين نخ قم,318,6855487,28774880954,4120,4195,4198,78.00,1.89,4197,77.00,1.87,4095,4243,638,6.58,1,28562,4160,4200,8486,3
ثابت اكسيژن,ص.س.درآمد ثابت اكسيژن-د,90,27378696,4.1685E+11,15207,15226,15225,18.00,0.12,15225,18.00,0.12,15225,15226,,,1,32803122,15225,15226,15149392,1
سمگا,گروه سرمايه گذاري ميراث فرهنگي,1936,104158982,3.80039E+11,3553,3659,3627,74.00,2.08,3649,96.00,2.70,3571,3659,625,5.84,1,2762,3607,3627,122569,1
خاور,ايران خودرو ديزل,2801,390337080,4.33407E+11,1081,1089,1112,31.00,2.87,1110,29.00,2.68,1075,1113,33,33.64,1,121538,1109,1112,5924000,9
آريان,سرمايه گذاري پارس آريان,302,15903830,93031715330,5770,5840,5870,100.00,1.73,5830,60.00,1.04,5770,5920,403,14.47,8,2271075,5800,5880,100000,1
اردستان,سيمان اردستان,644,2506928,57525087820,22680,22900,22980,300.00,1.32,22950,270.00,1.19,22770,23100,4530,5.07,1,134,22950,23000,3036,3
ضمان,صندوق تضمين ا.سرمايه كاريزما-م,28,56893,1585425383,27354,27700,28000,646.00,2.36,27867,513.00,1.88,27700,28000,,,3,6096,27950,28000,57856,2
خليج,صندوق س.گنجينه مينوخليج فارس-س,0,0,0,18134,0,18134,0,0,18134,0,0,0,0,,,1,20000,17950,18210,250000,1
فروي,ذوب روي اصفهان,433,12767735,31363455657,2388,2459,2447,59.00,2.47,2456,68.00,2.85,2418,2459,241,10.19,4,189779,2447,2484,2500,1
نيك گستر,صندوق س توسعه سرمايه نيكي-ثابت,9,105144,10261956256,97485,97599,97599,114.00,0.12,97599,114.00,0.12,97599,97600,,,1,1902856,97599,97600,994720,2
فزر,پويا زركان آق دره,18859,48130872,4.70011E+12,100550,97550,99000,"-1,550.00",-1.54,97650,"-2,900.00",-2.88,97550,99100,5587,17.48,1,20292,99000,99050,18037,4
ثروتم,صندوق س. ثروت آفرين پارسيان-س,22,102765,28960955224,282109,277256,280572,"-1,537.00",-0.54,281817,-292.00,-0.10,277256,285352,,,3,28,280572,283631,1080,4
پيشرو07,مرابحه اورند پيشرو070403,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,1010000,5000,1
عبهروز,سلف موازي سس مايونز بهروز,0,0,0,1034769,0,1034769,0,0,1034769,0,0,0,0,,,1,28789,1042065,1062906,28225,1
كرمان532,مرابحه كرمان موتور-سپهر050327,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,10000,990000,1000000,10000,1
غديس,پاكديس,672,4052893,1.25615E+11,30650,30950,31550,900.00,2.94,31000,350.00,1.14,30000,31550,6193,5.01,3,26504,31500,31550,27880,1
سيلام,سيمان‌ ايلام‌,126,1432453,22501773470,15260,15670,15710,450.00,2.95,15710,450.00,2.95,15670,15710,1526,10.29,33,769258,15710,16520,650,1
سمازن,سيمان‌مازندران‌,328,1258116,57319547820,44630,45890,45800,"1,170.00",2.62,45560,930.00,2.08,45100,45890,7814,5.83,2,871,45700,45800,69702,2
ولپارس,ليزينگ پارسيان,750,5455981,14506043749,2587,2606,2664,77.00,2.98,2654,67.00,2.59,2579,2664,460,5.77,20,2427605,2664,2666,2189,3
ولصنم,ليزينگ‌صنعت‌ومعدن‌,422,13614990,40765792036,2954,2897,3000,46.00,1.56,2994,40.00,1.35,2894,3042,465,6.44,1,300000,2987,3027,10000,1
مفاخر,توسعه فناوري اطلاعات خوارزمي,153,1303116,8206290980,6260,6270,6340,80.00,1.28,6280,20.00,0.32,6240,6380,127,49.45,1,50000,6290,6350,4479,1
قم0612,مشاركت ش قم0612-3 ماهه 20.5%,0,0,0,1009999,0,1009999,0,0,1009999,0,0,0,0,,,1,5000,1000000,1009999,3180,1
سصفها,سيمان‌اصفهان‌,903,2261403,55671848060,24530,24480,24590,60.00,0.24,24620,90.00,0.37,24470,24960,1553,15.85,6,1260,24590,24590,65599,2
غكورش2,صنعت غذايي كورش,1,10000000,53700000000,5340,5370,5370,30.00,0.56,5370,30.00,0.56,5370,5370,976,5.5,0,0,0,0,0,0
تكمبا,كمباين‌ سازي‌ ايران‌,240,1769931,11747494540,6600,6660,6670,70.00,1.06,6630,30.00,0.45,6530,6770,1058,6.27,2,26057,6590,6680,30000,1
شفارس,صنايع‌ شيميايي‌ فارس‌,1288,78405858,1.3116E+11,1630,1644,1677,47.00,2.88,1673,43.00,2.64,1630,1678,122,13.71,2,45000,1671,1677,60505,1
غنوش,نوش‌ مازندران‌,1108,13140462,1.57724E+11,11810,11600,11800,-10.00,-0.08,12000,190.00,1.61,11600,12150,316,37.97,2,11353,11800,11860,113604,4
بالاس,مهندسي ساختمان تاسيسات راه آهن,412,964837,62747554650,63950,62300,65000,"1,050.00",1.64,65050,"1,100.00",1.72,62300,65550,548,118.7,1,1535,64900,65200,100,1
اهداف062,اجاره اهداف كيميا14061104,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,1010000,5000,1
مصفها512,مشاركت ش اصفهان512-3ماهه18%,0,0,0,855650,0,855650,0,0,855650,0,0,0,0,,,1,7500,812868,820990,6500,1
اراد2434,مرابحه عام دولت243-ش.خ070906,2,1404136,1.11355E+12,923160,792961,793140,"-130,020.00",-14.08,793050,"-130,110.00",-14.09,792961,793140,,,0,0,0,0,0,0
لبخند,صندوق س. لبخند فارابي-د,8789,335457722,8.04173E+12,23941,23972,23972,31.00,0.13,23972,31.00,0.13,23972,23973,,,73,350248342,23972,23973,35728093,53
قشهد,شهد,138,3207970,28953866900,8770,8940,9020,250.00,2.85,9030,260.00,2.96,8860,9030,1030,8.77,2,232877,9020,9180,3502,1
پويا,ص.ج.پويا الگوريتم70%تاديه,2,2000,1300320000,722400,650160,650160,"-72,240.00",-10.00,650160,"-72,240.00",-10.00,650160,650160,,,0,0,0,722400,7000,1
كلور083,مرابحه كلور-آواي زاگرس14080208,0,0,0,953780,0,1000000,"46,220.00",4.85,953780,0,0,0,0,,,1,5000,1000000,1001460,5000,1
وملت,سرمايه گذاري ملت,13,184631,611270605,3296,3266,3328,32.00,0.97,3311,15.00,0.46,3266,3328,432,7.66,4,160647,3328,3583,2653,1
دريا,صندوق س درياي آبي فيروزه-سهام,57,1081042,27898264280,25440,25720,25800,360.00,1.42,25810,370.00,1.45,25500,26080,,,1,40,25810,26080,5,1
ولراز,ليزينگ رازي,226,13455517,37143603455,2687,2767,2767,80.00,2.98,2760,73.00,2.72,2690,2767,201,13.73,1,234239,2767,0,0,0
ثمين,صندوق س. ثروت افزون ثمين-س,15,105787,4076361942,38111,38410,38749,638.00,1.67,38534,423.00,1.11,38400,38749,,,1,3000,38141,38747,823,1
عماديران,سلف موازي كولر گازي ماديران,0,0,0,5270567,0,5270567,0,0,5270567,0,0,0,0,,,1,6571,5363220,5366444,6571,1
زپارس,ملي كشت و صنعت و دامپروري پارس,168,669215,14384258230,20900,21440,21520,620.00,2.97,21430,530.00,2.54,21150,21520,1816,11.8,3,204232,21520,0,0,0
جام,صندوق س.مبتني بر كالاي فارابي,3029,49202244,5.82699E+11,11923,11698,12010,87.00,0.73,11843,-80.00,-0.67,11696,12011,,,81,8084227,12010,12011,446045,5
طب نوين08,مرابحه طب پلاستيك نوين 080514,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
صقرن612,صكوك مرابحه قرن612-3ماهه18%,0,0,0,820340,0,820340,0,0,820340,0,0,0,0,,,1,6250,820340,0,0,0
آبين,كشت و صنعت آبشيرين,195,10483556,31235588425,2916,3003,3000,84.00,2.88,2979,63.00,2.16,2935,3003,340,8.76,1,20000,2950,3001,108000,1
زاگرس,پتروشيمي زاگرس,1006,2530083,3.67462E+11,141250,144450,145450,"4,200.00",2.97,145250,"4,000.00",2.83,142550,145450,18678,7.78,8,53546,145450,145950,360,1
شاملا,معدني‌ املاح‌  ايران‌,315,1350998,24730399690,18030,18490,18240,210.00,1.16,18220,190.00,1.05,18030,18550,2260,8.06,1,11000,18240,18390,10000,1
صايپا049,صكوك مرابحه صايپا049-3ماهه 18%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,7500,990100,1000000,4792,1
تملي1403,امتيازتسهيلات ملي سال 1403,3,154,156151800,1027292,999900,1030000,"2,708.00",0.26,1013973,"-13,319.00",-1.30,999900,1030000,,,1,218,1010000,1078655,56,2
اراد2204,مرابحه دولت عام220-ش.خ070303,2,107910000,8.82939E+13,1000000,818115,818320,"-181,680.00",-18.17,818217,"-181,783.00",-18.18,818115,818320,,,0,0,0,0,0,0
وسديد,گروه ‌صنعتي‌سديد,699,58107933,1.06043E+11,1790,1840,1824,34.00,1.90,1825,35.00,1.96,1781,1843,46,39.67,1,500000,1814,1827,73312,2
تابان23,اجاره تابان فردا نوين14080418,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,100000,1000000,0,0,0
شساخت,مهندسي و ساختمان صنايع نفت,42,1594215,15878381400,9670,9960,9960,290.00,3.00,9960,290.00,3.00,9960,9960,3234,3.08,35,4386424,9960,0,0,0
درازي,پخش رازي,320,1984045,25736321390,12750,12610,13130,380.00,2.98,12970,220.00,1.73,12600,13130,-930,-13.95,3,24030,13130,13250,1000,1
قم042,مشاركت ش قم042-3ماهه18%,2,6619,6499930809,982402,982011,982011,-391.00,-0.04,982011,-391.00,-0.04,982011,982011,,,1,9000,950000,0,0,0
دفارا4,داروسازي‌ فارابي‌,14,417652,2940270080,6840,7040,7040,200.00,2.92,7040,200.00,2.92,7040,7040,1088,6.47,0,0,0,7040,182348,1
تدبير05,اجاره ش. توسعه تدبير14050717,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,997000,1005000,5000,1
دزهراوي,داروسازي‌زهراوي‌,521,22457575,38720869427,1688,1682,1725,37.00,2.19,1724,36.00,2.13,1682,1738,140,12.31,1,10000,1719,1734,154103,1
پوراطب071,مرابحه پوراطب گستر-آگاه070106,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
كاله071,مرابحه سوليكو كاله-تمدن070125,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
آرمان سلولز06,مرابحه آرمان سلولز يزد060710,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
مكرما42,مشاركت ش كرمانشاه42-3ماهه18%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,10000,1000000,0,0,0
ومعادن4,توسعه‌معادن‌وفلزات‌,190,30005000,72402065000,2379,2413,2413,34.00,1.43,2413,34.00,1.43,2413,2413,420,5.75,1,99826,2413,0,0,0
صفولا006,صكوك اجاره فولاد006-بدون ضامن,2,13716,13000024800,935000,947800,947800,"12,800.00",1.37,947800,"12,800.00",1.37,947800,947800,,,1,7500,877088,0,0,0
صگل0711,صكوك مرابحه كگل0711-3ماهه23%,0,0,0,835000,0,835000,0,0,835000,0,0,0,0,,,1,10000,827000,835000,10000,1
صاما411,صكوك مرابحه آما411-3ماهه18%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,3000,1000000,0,0,0
سغرب,سيمان‌غرب‌,511,4186752,31763936950,7600,7680,7590,-10.00,-0.13,7590,-10.00,-0.13,7500,7750,1079,7.03,1,1992,7570,7600,200000,1
اهواز412,مشاركت ش اهواز412-3ماهه18%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
ماديرا,صنايع ماديران,1442,58510026,1.9636E+11,3276,3361,3374,98.00,2.99,3356,80.00,2.44,3296,3374,277,12.12,20,7613512,3374,3465,10000,1
وتجارت2,بانك تجارت,4,3299999997,1.7358E+12,511,526,526,15.00,2.94,526,15.00,2.94,526,526,114,4.61,0,0,0,0,0,0
ونيكي,سرمايه‌گذاري‌ ملي‌ايران‌,375,31429870,1.50488E+11,4656,4602,4795,139.00,2.99,4788,132.00,2.84,4601,4795,719,6.66,18,786411,4795,0,0,0
عپاكشو,سلف موازي گروه صنعتي پاكشو,0,0,0,1606096,0,1588846,"-17,250.00",-1.07,1606096,0,0,0,0,,,1,30000,1853163,1888373,30000,1
خشرق,الكتريك‌ خودرو شرق‌,788,37697074,1.05575E+11,2779,2745,2790,11.00,0.40,2801,22.00,0.79,2745,2862,332,8.44,1,10000,2761,2795,400000,1
آلتون,صندوق س.پشتوانه طلاآسمان آلتون,4816,54099389,2.17119E+12,40201,39469,40430,229.00,0.57,40133,-68.00,-0.17,39050,40637,,,2,12790,40422,40430,25000,5
جهرم0409,آتي اهرم-1404/09/26,0,0,0,28777,0,28510,-267.00,-0.93,29440,663.00,2.30,0,0,,,1,500,29330,29549,1,1
خلنت,لنت‌ ترمزايران‌,143,999574,5058077702,5001,5088,5051,50.00,1.00,5020,19.00,0.38,4995,5088,835,6.01,1,1005,5047,5060,11500,2
چافست,افست‌,98,432852,4857137680,11170,11150,11170,0,0,11190,20.00,0.18,11150,11470,1695,6.6,3,51394,11170,11400,30000,1
صباايده01,مرابحه ايده پردازصبادانا050929,0,0,0,1043400,0,1043400,0,0,1043400,0,0,0,0,,,1,5000,1000000,1010000,5000,1
رز ترنج,صندوق س.پشتوانه طلاي رز,4088,91918299,1.47498E+12,16136,15837,16151,15.00,0.09,16047,-89.00,-0.55,15600,16250,,,1,100,16151,16180,55041,2
كگهر,معدني و صنعتي گهرزمين,488,8196257,54616659850,6570,6560,6630,60.00,0.91,6610,40.00,0.61,6430,6750,1034,6.39,2,16011,6550,6630,5000,1
شيلد,صندوق س مشترك پارس-مختلط,1799,67942042,9.71642E+11,14210,14280,14320,110.00,0.77,14300,90.00,0.63,14210,14600,,,27,584127,14310,14310,1000,1
جواهر,صندوق س.پشتوانه طلا دناي زاگرس,5321,29315006,1.36753E+12,46800,45453,47100,300.00,0.64,46650,-150.00,-0.32,45453,47270,,,1,3100,46971,47100,5837,2
مشهد052,مشاركت ش مشهد052-3ماهه18%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,10000,1000000,0,0,0
جهرم0411,آتي اهرم-1404/11/29,0,0,0,30316,0,27239,"-3,077.00",-10.15,31018,702.00,2.32,0,0,,,1,500,30455,31580,500,1
بايكا,كارخانجات كابلسازي ‌ايران‌,29,122938,2479947020,19750,20340,20260,510.00,2.58,20170,420.00,2.13,19230,20340,174,115.92,1,10000,19510,20270,8000,1
ياقوت2,صندوق س ياقوت آگاه-ثابت,3,282817000,282817000,36625,1,1,"-36,624.00",-100.00,1,"-36,624.00",-100.00,1,1,,,0,0,0,0,0,0
زر,صندوق س.پشتوانه طلاي زرافشان,3094,1269308,6.83899E+11,541586,525600,545000,"3,414.00",0.63,538796,"-2,790.00",-0.52,525600,548479,,,3,772,545000,545040,80,2
اخزا202,اسنادخزانه-م2بودجه02-050923,22,10616,7806293830,731150,731200,736840,"5,690.00",0.78,735330,"4,180.00",0.57,731200,736840,,,1,1500,734520,736840,558,2
فسبزوار,پارس فولاد سبزوار,396,1961420,96599935000,47820,49250,49250,"1,430.00",2.99,49250,"1,430.00",2.99,49250,49250,11029,4.47,79,1390920,49250,0,0,0
غويتا,ويتانا,229,11769061,30618795127,2527,2602,2602,75.00,2.97,2602,75.00,2.97,2565,2602,394,6.6,32,969290,2602,0,0,0
ارفع,شركت آهن و فولاد ارفع,155,2053193,31063683790,14710,14850,15150,440.00,2.99,14890,180.00,1.22,14850,15150,2787,5.34,14,108402,15150,0,0,0
وپست2,پست بانك ايران,3,40000000,3.2E+11,7960,8000,8000,40.00,0.50,8000,40.00,0.50,8000,8000,1878,4.26,0,0,0,0,0,0
كوچين,توليدي كوچين,60685,43659887,1.14607E+12,25500,26250,26250,750.00,2.94,26250,750.00,2.94,26250,26250,3671,7.15,1324,17608522,26250,0,0,0
خمهر,مهركام‌پارس‌,426,17288464,38643250088,2179,2239,2244,65.00,2.98,2235,56.00,2.57,2202,2244,-1085,-2.06,1,25198,2205,2303,87767,3
بكهنوج,توليد برق ماهتاب كهنوج,111,7237831,6985298960,946,952,971,25.00,2.64,965,19.00,2.01,952,974,-702,-1.37,1,100000,956,970,10745,1
هم وزن,صندوق س. شاخصي كيان-س,469,18083947,4.00318E+11,21804,21760,22189,385.00,1.77,22137,333.00,1.53,21760,22282,,,2,272016,22180,22189,52478,3
مداران,داده‌پردازي‌ايران‌,42,2324284,9566752944,3997,4116,4116,119.00,2.98,4067,70.00,1.75,4116,4116,487,8.35,29,6449447,4116,0,0,0
داتام,گروه مالي داتام,568,6158100,19043524520,3016,3100,3093,77.00,2.55,3092,76.00,2.52,3037,3105,308,10.04,1,39760,3091,3101,5719,1
فخوز,فولاد  خوزستان,730,79893692,1.40213E+11,1704,1755,1755,51.00,2.99,1755,51.00,2.99,1755,1755,202,8.69,354,107164402,1755,0,0,0
آكورد,صندوق س. آرمان آتي كوثر-د,2803,10174635,9.82853E+11,96477,96598,96598,121.00,0.13,96598,121.00,0.13,96598,96599,,,101,100649768,96598,96599,7349973,8
طبيعت061,مرابحه طبيعت سبز-كاردان060710,0,0,0,857380,0,857380,0,0,857380,0,0,0,0,,,1,5000,857380,0,0,0
فرآور,فرآوري‌موادمعدني‌ايران‌,175,4281869,22562407710,5120,5160,5270,150.00,2.93,5270,150.00,2.93,5160,5270,1086,4.85,8,301754,5270,0,0,0
دكيمي,كيميدارو,26,213888,3999705600,18160,18700,18700,540.00,2.97,18290,130.00,0.72,18700,18700,948,19.29,40,2084867,18700,0,0,0
پايدار06,اجاره پديده ش. پايدار14060510,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,10000,1000000,1010000,5000,1
خچرخش,چرخشگر,170,740966,10254024400,13780,14050,13820,40.00,0.29,13820,40.00,0.29,13760,14050,330,41.88,3,2000,13810,13900,3224,2
صهمدا86,صكوك مرابحه كهمدا86-3ماهه23%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5625,1000000,1010000,5625,1
بازده,صندوق س. بازده ثابت-د,16,91334,1883533110,20571,20586,20630,59.00,0.29,20622,51.00,0.25,20586,20630,,,2,274,20590,20630,955381,2
حگردش,ريل گردش ايرانيان,253,12182581,33072558819,2649,2680,2727,78.00,2.94,2715,66.00,2.49,2657,2728,370,7.34,1,22141,2700,2727,2225,1
خكاوه,سايپا ديزل,1575,365218894,2.18841E+11,585,589,602,17.00,2.91,599,14.00,2.39,582,602,-9,-66.56,1,33195,601,602,1012337,2
تهران042,مشاركت ش تهران042-3ماهه18%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,8750,1000000,0,0,0
فپرديس09,مرابحه پرديس آذربايجان090228,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
ملت,بيمه ملت,299,7604559,26649472756,3413,3374,3515,102.00,2.99,3470,57.00,1.67,3374,3515,219,15.84,10,2536705,3515,3550,1427,1
عديزل2,سلف كاميونت بهمن ديزل,0,0,0,2549000,0,2549000,0,0,2549000,0,0,0,0,,,1,5000,2549000,2560000,3923,1
سامان07,اجاره توسعه س. سامان14070524,0,0,0,1026130,0,1026130,0,0,1026130,0,0,0,0,,,1,5000,1026130,1036390,5000,1
طلوع2,صندوق س.طلوع نوين ثابت-د,2,1300000,1300000,61754,1,1,"-61,753.00",-100.00,1,"-61,753.00",-100.00,1,1,,,0,0,0,0,0,0
فاسمين,كالسيمين‌,938,41830722,1.33698E+11,3110,3129,3202,92.00,2.96,3196,86.00,2.77,3113,3203,500,6.39,2,48803,3202,3203,5018841,17
طبيعت072,مرابحه طبيعت سبز-مفيد070311,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,990100,1000000,5000,1
امين,تامين سرمايه امين,1132,10965631,32886829594,2947,2973,2998,51.00,1.73,2999,52.00,1.76,2957,3020,716,4.19,1,54665,2987,2999,14204,13
قشكر,شكر,43,2042155,5501565570,2616,2694,2694,78.00,2.98,2643,27.00,1.03,2694,2694,-105,-25.17,128,22237735,2694,2899,1985,1
پيروز,صندوق س.سهامي امين نهايت نگر-س,3,162200,2287020000,13850,14100,14100,250.00,1.81,14100,250.00,1.81,14100,14100,,,3,714,13831,14200,1000000,1
كليد,صندوق س خانه آگاه-املاك,292,14585666,1.584E+11,10550,10860,10860,310.00,2.94,10860,310.00,2.94,10860,10860,,,294,26389864,10860,10880,1000,1
وثوق,سرمايه گذاري وثوق امين,144,1192849,19623932420,16920,16480,16420,-500.00,-2.96,16450,-470.00,-2.78,16420,16920,-958,-17.17,0,0,0,16420,340344,18
آسان,صندوق س.مشترك گنجينه مهر-د,62,3573207,48890810558,13667,13682,13682,15.00,0.11,13683,16.00,0.12,13682,13683,,,2,299315640,13682,13683,37826401,1
آ س پ,آ.س.پ,45,326700,2881494000,8570,8820,8820,250.00,2.92,8620,50.00,0.58,8820,8820,450,19.16,26,1386640,8820,0,0,0
زعف0510پ18,زعفران0510نگين بهرامن(پ),8,3636,6268073294,1723333,1730000,1722004,"-1,329.00",-0.08,1723892,559.00,0.03,1722004,1730000,,,1,25,1717010,1740000,1007,2
دقاضيح,ح.داروسازي شهيد قاضي,48,166766,998099390,5920,5810,5930,10.00,0.17,5990,70.00,1.18,5810,6090,,,1,2000,5950,6090,66872,2
حآسا,آسيا سير ارس,185,2985752,15015911637,5181,5027,5026,-155.00,-2.99,5039,-142.00,-2.74,5026,5100,284,17.74,1,30000,3774,5026,3067772,60
شبندر2,پالايش نفت بندرعباس,3,77000000,4.1321E+11,5309,5320,5410,101.00,1.90,5366,57.00,1.07,5320,5410,1183,4.54,0,0,0,0,0,0
شتران,پالايش نفت تهران,9755,463011592,1.56721E+12,3396,3351,3405,9.00,0.27,3385,-11.00,-0.32,3300,3429,710,4.77,1,31131,3402,3405,274725,1
بشهاب,لامپ‌  پارس‌ شهاب‌,325,7247193,61060426150,8190,8430,8340,150.00,1.83,8430,240.00,2.93,8250,8430,932,9.05,1,9800,8340,8370,59347,1
سپينود,صندوق س.سهامي سپينود-س,9,141043,2316304151,16295,16300,16370,75.00,0.46,16423,128.00,0.79,16300,16699,,,0,0,0,16690,3903,1
سنير,سيمان‌ سفيد ني‌ريز,374,3361065,12740200140,3819,3724,3785,-34.00,-0.89,3794,-25.00,-0.65,3724,3870,500,7.59,2,101500,3775,3785,31483,2
ساينا,صنايع بهداشتي ساينا,428,9360083,36215805705,3791,3904,3868,77.00,2.03,3869,78.00,2.06,3808,3904,422,9.17,1,50000,3856,3869,200,1
كقزوي,شيشه‌ قزوين‌,279,36747229,21494737851,583,594,595,12.00,2.06,585,2.00,0.34,576,595,-23,-25.43,1,279000,588,595,1468870,2
صنهال2,صندوق س. نهال ايرانيان-ثابت,1,2987155,2987155,20067,1,1,"-20,066.00",-100.00,1,"-20,066.00",-100.00,1,1,,,0,0,0,0,0,0
بلور061,مرابحه بلورنوري-آگاه060403,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
آذرين,صندوق س.بخشي فلزات كيميا-ب,51,223263,4131641211,18504,18711,18576,72.00,0.39,18506,2.00,0.01,18338,18711,,,1,500,18536,18665,945,1
صايپا409,صكوك مرابحه صايپا409-3ماهه 18%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,22500,960000,0,0,0
سمگا061,مرابحه سمگا-دماوند060907,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,995000,1005000,5000,1
